ticker,date,company,industry,sector,exchange
APC,7/12/22,Anadarko Petroleum Corporation,Oil & Gas - E&P,Energy,New York Stock Exchange
APD,7/12/22,Air Products and Chemicals Inc.,Chemicals,Basic Materials,New York Stock Exchange
APDN,7/12/22,Applied DNA Sciences Inc,Consulting & Outsourcing,Industrials,NASDAQ Capital Market
APEI,7/12/22,American Public Education Inc.,Education,Consumer Defensive,Nasdaq Global Select
APEN,7/12/22,Apollo Endosurgery Inc.,Medical Devices,Healthcare,NASDAQ Global Market
APF,7/12/22,Morgan Stanley Asia-Pacific Fund Inc.,Asset Management,Financial Services,New York Stock Exchange
APH,7/12/22,Amphenol Corporation,Computer Hardware,Technology,New York Stock Exchange
APHA,7/12/22,Aphria Inc.,Drug Manufacturers,Healthcare,New York Stock Exchange
APHB,7/12/22,AmpliPhi Biosciences Corporation,Biotechnology,Healthcare,NYSE American
APLE,7/12/22,Apple Hospitality REIT Inc.,REITs,Real Estate,New York Stock Exchange
APLS,7/12/22,Apellis Pharmaceuticals Inc.,Biotechnology,Healthcare,Nasdaq Global Select
APM,7/12/22,Aptorum Group Limited,Biotechnology,Healthcare,NASDAQ Global Market
APO,7/12/22,Apollo Global Management LLC Class A Representing Class A Limitied Liability Company Interests,Asset Management,Financial Services,New York Stock Exchange
APOG,7/12/22,Apogee Enterprises Inc.,Building Materials,Basic Materials,Nasdaq Global Select
APOP,7/12/22,Cellect Biotechnology Ltd.,Biotechnology,Healthcare,NASDAQ Capital Market
APPF,7/12/22,AppFolio Inc.,Application Software,Technology,NASDAQ Global Market
APPN,7/12/22,Appian Corporation,Application Software,Technology,NASDAQ Global Market
APPS,7/12/22,Digital Turbine Inc.,Application Software,Technology,NASDAQ Capital Market
APRN,7/12/22,Blue Apron Holdings Inc. Class A,Retail - Apparel & Specialty,Consumer Cyclical,New York Stock Exchange
APT,7/12/22,Alpha Pro Tech Ltd.,Building Materials,Basic Materials,NYSE American
APTO,7/12/22,Aptose Biosciences Inc.,Biotechnology,Healthcare,NASDAQ Capital Market
APTS,7/12/22,Preferred Apartment Communities Inc.,REITs,Real Estate,New York Stock Exchange
APTV,7/12/22,Aptiv PLC,Autos,Consumer Cyclical,New York Stock Exchange
APTX,7/12/22,Aptinyx Inc.,Biotechnology,Healthcare,Nasdaq Global Select
APU,7/12/22,AmeriGas Partners L.P.,Utilities - Regulated,Utilities,New York Stock Exchange
APVO,7/12/22,Aptevo Therapeutics Inc.,Biotechnology,Healthcare,Nasdaq Global Select
APWC,7/12/22,Asia Pacific Wire & Cable Corporation Limited,Computer Hardware,Technology,NASDAQ Global Market
APY,7/12/22,Apergy Corporation,Oil & Gas - Services,Energy,New York Stock Exchange
APYX,7/12/22,Apyx Medical Corporation,Medical Instruments & Equipment,Healthcare,Nasdaq Global Select
AQ,7/12/22,Aquantia Corp.,Semiconductors,Technology,New York Stock Exchange
AQB,7/12/22,AquaBounty Technologies Inc.,Biotechnology,Healthcare,NASDAQ Capital Market
AQMS,7/12/22,Aqua Metals Inc.,Waste Management,Industrials,NASDAQ Capital Market
AQN,7/12/22,Algonquin Power & Utilities Corp.,Utilities - Independent Power Producers,Utilities,New York Stock Exchange
AQST,7/12/22,Aquestive Therapeutics Inc.,Biotechnology,Healthcare,NASDAQ Global Market
AQUA,7/12/22,Evoqua Water Technologies Corp.,Industrial Products,Industrials,New York Stock Exchange
AQXP,7/12/22,Aquinox Pharmaceuticals Inc.,Drug Manufacturers,Healthcare,NASDAQ Global Market
AR,7/12/22,Antero Resources Corporation,Oil & Gas - E&P,Energy,New York Stock Exchange
ARA,7/12/22,American Renal Associates Holdings Inc,Medical Diagnostics & Research,Healthcare,New York Stock Exchange
ARAV,7/12/22,Aravive Inc.,Biotechnology,Healthcare,Nasdaq Global Select
ARAY,7/12/22,Accuray Incorporated,Medical Devices,Healthcare,Nasdaq Global Select
ARC,7/12/22,ARC Document Solutions Inc.,Business Services,Industrials,New York Stock Exchange
ARCB,7/12/22,ArcBest Corporation,Transportation & Logistics,Industrials,Nasdaq Global Select
ARCC,7/12/22,Ares Capital Corporation,Asset Management,Financial Services,Nasdaq Global Select
ARCE,7/12/22,Arco Platform Limited,Application Software,Technology,Nasdaq Global Select
ARCH,7/12/22,Arch Coal Inc. Class A,Coal,Basic Materials,New York Stock Exchange
ARCI,7/12/22,Appliance Recycling Centers of America Inc.,Retail - Apparel & Specialty,Consumer Cyclical,NASDAQ Capital Market
ARCO,7/12/22,Arcos Dorados Holdings Inc. Class A Shares,Restaurants,Consumer Cyclical,New York Stock Exchange
ARCT,7/12/22,Arcturus Therapeutics Ltd.,Biotechnology,Healthcare,NASDAQ Global Market
ARCW,7/12/22,ARC Group Worldwide Inc.,Industrial Products,Industrials,NASDAQ Capital Market
ARD,7/12/22,Ardagh Group S.A.,Packaging & Containers,Consumer Cyclical,New York Stock Exchange
ARDC,7/12/22,Ares Dynamic Credit Allocation Fund Inc.,Asset Management,Financial Services,New York Stock Exchange
ARDS,7/12/22,Aridis Pharmaceuticals Inc.,Biotechnology,Healthcare,NASDAQ Capital Market
ARDX,7/12/22,Ardelyx Inc.,Biotechnology,Healthcare,NASDAQ Global Market
ARE,7/12/22,Alexandria Real Estate Equities Inc.,REITs,Real Estate,New York Stock Exchange
ARES,7/12/22,Ares Management Corporation Class A,Asset Management,Financial Services,New York Stock Exchange
AREX,7/12/22,Approach Resources Inc.,Oil & Gas - E&P,Energy,Nasdaq Global Select
ARGO,7/12/22,Argo Group International Holdings Ltd.,Insurance - Property & Casualty,Financial Services,New York Stock Exchange
ARGX,7/12/22,argenx SE,Biotechnology,Healthcare,Nasdaq Global Select
ARI,7/12/22,Apollo Commercial Real Estate Finance Inc,REITs,Real Estate,New York Stock Exchange
ARKR,7/12/22,Ark Restaurants Corp.,Restaurants,Consumer Cyclical,NASDAQ Global Market
ARL,7/12/22,American Realty Investors Inc.,Real Estate Services,Real Estate,New York Stock Exchange
ARLO,7/12/22,Arlo Technologies Inc.,Application Software,Technology,New York Stock Exchange
ARLP,7/12/22,Alliance Resource Partners L.P.,Coal,Basic Materials,Nasdaq Global Select
ARMK,7/12/22,Aramark,Restaurants,Consumer Cyclical,New York Stock Exchange
ARNA,7/12/22,Arena Pharmaceuticals Inc.,Biotechnology,Healthcare,Nasdaq Global Select
ARNC,7/12/22,Arconic Inc.,Industrial Products,Industrials,New York Stock Exchange
AROC,7/12/22,Archrock Inc.,Oil & Gas - Services,Energy,New York Stock Exchange
AROW,7/12/22,Arrow Financial Corporation,Banks,Financial Services,Nasdaq Global Select
ARPO,7/12/22,Aerpio Pharmaceuticals Inc.,Biotechnology,Healthcare,NASDAQ Capital Market
ARQL,7/12/22,ArQule Inc.,Biotechnology,Healthcare,NASDAQ Global Market
ARR,7/12/22,ARMOUR Residential REIT Inc.,REITs,Real Estate,New York Stock Exchange
ARRS,7/12/22,ARRIS International plc,Communication Equipment,Technology,Nasdaq Global Select
ARRY,7/12/22,Array BioPharma Inc.,Biotechnology,Healthcare,NASDAQ Global Market
ARTNA,7/12/22,Artesian Resources Corporation Class A Non-Voting Common Stock,Utilities - Regulated,Utilities,Nasdaq Global Select
ARTW,7/12/22,Art's-Way Manufacturing Co. Inc.,Farm & Construction Machinery,Industrials,NASDAQ Capital Market
ARTX,7/12/22,Arotech Corporation,Industrial Products,Industrials,NASDAQ Global Market
ARVN,7/12/22,Arvinas Inc.,Biotechnology,Healthcare,Nasdaq Global Select
ARW,7/12/22,Arrow Electronics Inc.,Computer Hardware,Technology,New York Stock Exchange
ARWR,7/12/22,Arrowhead Pharmaceuticals Inc.,Biotechnology,Healthcare,Nasdaq Global Select
ARYA,7/12/22,ARYA Sciences Acquisition Corp.,Conglomerates,Industrials,NASDAQ Capital Market
ASA,7/12/22,ASA Gold and Precious Metals Limited,Asset Management,Financial Services,New York Stock Exchange
ASB,7/12/22,Associated Banc-Corp,Banks,Financial Services,New York Stock Exchange
ASC,7/12/22,Ardmore Shipping Corporation,Transportation & Logistics,Industrials,New York Stock Exchange
ASCMA,7/12/22,Ascent Capital Group Inc. Series A Common Stock,Consulting & Outsourcing,Industrials,Nasdaq Global Select
ASFI,7/12/22,Asta Funding Inc.,Credit Services,Financial Services,Nasdaq Global Select
ASG,7/12/22,Liberty All-Star Growth Fund Inc.,Asset Management,Financial Services,New York Stock Exchange
ASGN,7/12/22,ASGN Incorporated,Employment Services,Industrials,New York Stock Exchange
ASH,7/12/22,Ashland Global Holdings Inc.,Chemicals,Basic Materials,New York Stock Exchange
ASIX,7/12/22,AdvanSix Inc.,Chemicals,Basic Materials,New York Stock Exchange
ASLN,7/12/22,ASLAN Pharmaceuticals Limited,Biotechnology,Healthcare,NASDAQ Global Market
ASM,7/12/22,Avino Silver & Gold Mines Ltd. (Canada),Metals & Mining,Basic Materials,NYSE American
ASMB,7/12/22,Assembly Biosciences Inc.,Biotechnology,Healthcare,Nasdaq Global Select
ASML,7/12/22,ASML Holding N.V.,Semiconductors,Technology,Nasdaq Global Select
ASNA,7/12/22,Ascena Retail Group Inc.,Retail - Apparel & Specialty,Consumer Cyclical,Nasdaq Global Select
ASND,7/12/22,Ascendis Pharma A/S,Biotechnology,Healthcare,Nasdaq Global Select
ASNS,7/12/22,Arsanis Inc.,Biotechnology,Healthcare,NASDAQ Global Market
ASPN,7/12/22,Aspen Aerogels Inc.,Building Materials,Basic Materials,New York Stock Exchange
ASPS,7/12/22,Altisource Portfolio Solutions S.A.,Business Services,Industrials,Nasdaq Global Select
ASPU,7/12/22,Aspen Group Inc.,Education,Consumer Defensive,NASDAQ Capital Market
ASR,7/12/22,Grupo Aeroportuario del Sureste S.A. de C.V.,Transportation & Logistics,Industrials,New York Stock Exchange
ASRT,7/12/22,Assertio Therapeutics Inc.,Drug Manufacturers,Healthcare,Nasdaq Global Select
ASRV,7/12/22,AmeriServ Financial Inc.,Banks,Financial Services,NASDAQ Global Market
AST,7/12/22,Asterias Biotherapeutics Inc. Common Series A,Biotechnology,Healthcare,NYSE American
ASTC,7/12/22,Astrotech Corporation,Aerospace & Defense,Industrials,NASDAQ Capital Market
ASTE,7/12/22,Astec Industries Inc.,Farm & Construction Machinery,Industrials,Nasdaq Global Select
ASUR,7/12/22,Asure Software Inc,Application Software,Technology,NASDAQ Capital Market
ASV,7/12/22,ASV Holdings Inc.,Farm & Construction Machinery,Industrials,NASDAQ Capital Market
ASX,7/12/22,ASE Technology Holding Co. Ltd. American Depositary Shares (each representing Two),Semiconductors,Technology,New York Stock Exchange
ASYS,7/12/22,Amtech Systems Inc.,Semiconductors,Technology,Nasdaq Global Select
AT,7/12/22,Atlantic Power Corporation (Canada),Utilities - Independent Power Producers,Utilities,New York Stock Exchange
ATAI,7/12/22,ATA Inc.,Education,Consumer Defensive,NASDAQ Global Market
ATAX,7/12/22,America First Multifamily Investors L.P.,Banks,Financial Services,Nasdaq Global Select
ATEC,7/12/22,Alphatec Holdings Inc.,Medical Instruments & Equipment,Healthcare,Nasdaq Global Select
ATEN,7/12/22,A10 Networks Inc.,Application Software,Technology,New York Stock Exchange
ATGE,7/12/22,Adtalem Global Education Inc.,Education,Consumer Defensive,New York Stock Exchange
ATH,7/12/22,Athene Holding Ltd. Class A,Insurance,Financial Services,New York Stock Exchange
ATHM,7/12/22,Autohome Inc. American Depositary Shares each representing one class A.,Online Media,Technology,New York Stock Exchange
ATHN,7/12/22,athenahealth Inc.,Application Software,Technology,Nasdaq Global Select
ATHX,7/12/22,Athersys Inc.,Biotechnology,Healthcare,NASDAQ Capital Market
ATI,7/12/22,Allegheny Technologies Incorporated,Industrial Products,Industrials,New York Stock Exchange
ATIS,7/12/22,Attis Industries Inc.,Waste Management,Industrials,NASDAQ Capital Market
ATKR,7/12/22,Atkore International Group Inc.,Industrial Products,Industrials,New York Stock Exchange
ATLC,7/12/22,Atlanticus Holdings Corporation,Credit Services,Financial Services,Nasdaq Global Select
ATLO,7/12/22,Ames National Corporation,Banks,Financial Services,NASDAQ Capital Market
ATNI,7/12/22,ATN International Inc.,Communication Services,Communication Services,Nasdaq Global Select
ATNM,7/12/22,Actinium Pharmaceuticals Inc. (Delaware),Biotechnology,Healthcare,NYSE American
ATNX,7/12/22,Athenex Inc.,Biotechnology,Healthcare,Nasdaq Global Select
ATO,7/12/22,Atmos Energy Corporation,Utilities - Regulated,Utilities,New York Stock Exchange
ATOM,7/12/22,Atomera Incorporated,Semiconductors,Technology,NASDAQ Capital Market
ATOS,7/12/22,Atossa Genetics Inc.,Medical Diagnostics & Research,Healthcare,NASDAQ Capital Market
ATR,7/12/22,AptarGroup Inc.,Packaging & Containers,Consumer Cyclical,New York Stock Exchange
ATRA,7/12/22,Atara Biotherapeutics Inc.,Biotechnology,Healthcare,Nasdaq Global Select
ATRC,7/12/22,AtriCure Inc.,Medical Instruments & Equipment,Healthcare,NASDAQ Global Market
ATRI,7/12/22,Atrion Corporation,Medical Instruments & Equipment,Healthcare,Nasdaq Global Select
ATRO,7/12/22,Astronics Corporation,Aerospace & Defense,Industrials,Nasdaq Global Select
ATRS,7/12/22,Antares Pharma Inc.,Medical Instruments & Equipment,Healthcare,NASDAQ Capital Market
ATSG,7/12/22,Air Transport Services Group Inc,Transportation & Logistics,Industrials,Nasdaq Global Select
ATTO,7/12/22,Atento S.A.,Business Services,Industrials,New York Stock Exchange
ATTU,7/12/22,Attunity Ltd.,Application Software,Technology,NASDAQ Capital Market
ATU,7/12/22,Actuant Corporation,Industrial Products,Industrials,New York Stock Exchange
ATUS,7/12/22,Altice USA Inc. Class A,Communication Services,Communication Services,New York Stock Exchange
ATV,7/12/22,Acorn International Inc. ADS,Retail - Apparel & Specialty,Consumer Cyclical,New York Stock Exchange
ATVI,7/12/22,Activision Blizzard Inc,Application Software,Technology,Nasdaq Global Select
ATXI,7/12/22,Avenue Therapeutics Inc.,Drug Manufacturers,Healthcare,NASDAQ Capital Market
AU,7/12/22,AngloGold Ashanti Limited,Metals & Mining,Basic Materials,New York Stock Exchange
AUBN,7/12/22,Auburn National Bancorporation Inc.,Banks,Financial Services,NASDAQ Global Market
AUDC,7/12/22,AudioCodes Ltd.,Communication Equipment,Technology,Nasdaq Global Select
AUG,7/12/22,Auryn Resources Inc.,Metals & Mining,Basic Materials,NYSE American
AUMN,7/12/22,Golden Minerals Company,Metals & Mining,Basic Materials,NYSE American
AUO,7/12/22,AU Optronics Corp American Depositary Shares,Computer Hardware,Technology,New York Stock Exchange
AUPH,7/12/22,Aurinia Pharmaceuticals Inc,Biotechnology,Healthcare,NASDAQ Global Market
AUTL,7/12/22,Autolus Therapeutics plc,Biotechnology,Healthcare,Nasdaq Global Select
AUTO,7/12/22,AutoWeb Inc.,Online Media,Technology,NASDAQ Capital Market
AUY,7/12/22,Yamana Gold Inc. (Canada),Metals & Mining,Basic Materials,New York Stock Exchange
AVA,7/12/22,Avista Corporation,Utilities - Regulated,Utilities,New York Stock Exchange
AVAL,7/12/22,Grupo Aval Acciones y Valores S.A. ADR (Each representing 20 preferred shares),Banks,Financial Services,New York Stock Exchange
AVAV,7/12/22,AeroVironment Inc.,Aerospace & Defense,Industrials,Nasdaq Global Select
AVB,7/12/22,AvalonBay Communities Inc.,REITs,Real Estate,New York Stock Exchange
AVCO,7/12/22,Avalon GloboCare Corp.,Health Care Providers,Healthcare,NASDAQ Capital Market
AVD,7/12/22,American Vanguard Corporation ($0.10 Par Value),Agriculture,Basic Materials,New York Stock Exchange
AVDL,7/12/22,Avadel Pharmaceuticals plc,Biotechnology,Healthcare,NASDAQ Global Market
AVEO,7/12/22,AVEO Pharmaceuticals Inc.,Biotechnology,Healthcare,NASDAQ Capital Market
AVGO,7/12/22,Broadcom Inc.,Semiconductors,Technology,Nasdaq Global Select
AVGR,7/12/22,Avinger Inc.,Medical Devices,Healthcare,NASDAQ Capital Market
AVH,7/12/22,Avianca Holdings S.A. American Depositary Shares (Each representing 8 preferred Shares),Airlines,Industrials,New York Stock Exchange
AVID,7/12/22,Avid Technology Inc.,Application Software,Technology,Nasdaq Global Select
AVK,7/12/22,Advent Claymore Convertible Securities and Income Fund,Asset Management,Financial Services,New York Stock Exchange
AVLR,7/12/22,Avalara Inc.,Application Software,Technology,New York Stock Exchange
AVNS,7/12/22,Avanos Medical Inc.,Medical Instruments & Equipment,Healthcare,New York Stock Exchange
AVNW,7/12/22,Aviat Networks Inc.,Communication Equipment,Technology,Nasdaq Global Select
AVP,7/12/22,Avon Products Inc.,Consumer Packaged Goods,Consumer Defensive,New York Stock Exchange
AVRO,7/12/22,AVROBIO Inc.,Biotechnology,Healthcare,Nasdaq Global Select
AVT,7/12/22,Avnet Inc.,Computer Hardware,Technology,Nasdaq Global Select
AVX,7/12/22,AVX Corporation,Computer Hardware,Technology,New York Stock Exchange
AVXL,7/12/22,Anavex Life Sciences Corp.,Biotechnology,Healthcare,NASDAQ Capital Market
AVY,7/12/22,Avery Dennison Corporation,Industrial Products,Industrials,New York Stock Exchange
AVYA,7/12/22,Avaya Holdings Corp.,Business Services,Industrials,New York Stock Exchange
AWF,7/12/22,Alliancebernstein Global High Income Fund,Asset Management,Financial Services,New York Stock Exchange
AWI,7/12/22,Armstrong World Industries Inc,Building Materials,Basic Materials,New York Stock Exchange
AWK,7/12/22,American Water Works Company Inc.,Utilities - Regulated,Utilities,New York Stock Exchange
AWP,7/12/22,Aberdeen Global Premier Properties Fund of Beneficial Interest,Asset Management,Financial Services,New York Stock Exchange
AWR,7/12/22,American States Water Company,Utilities - Regulated,Utilities,New York Stock Exchange
AWRE,7/12/22,Aware Inc.,Application Software,Technology,NASDAQ Global Market
AWSM,7/12/22,Cool Holdings Inc.,Communication Equipment,Technology,NASDAQ Capital Market
AWX,7/12/22,Avalon Holdings Corporation,Waste Management,Industrials,NYSE American
AX,7/12/22,Axos Financial Inc.,Banks,Financial Services,New York Stock Exchange
AXAS,7/12/22,Abraxas Petroleum Corporation,Oil & Gas - E&P,Energy,NASDAQ Capital Market
AXDX,7/12/22,Accelerate Diagnostics Inc.,Medical Diagnostics & Research,Healthcare,NASDAQ Capital Market
AXE,7/12/22,Anixter International Inc.,Industrial Distribution,Industrials,New York Stock Exchange
AXGN,7/12/22,AxoGen Inc.,Medical Devices,Healthcare,NASDAQ Capital Market
AXL,7/12/22,American Axle & Manufacturing Holdings Inc.,Autos,Consumer Cyclical,New York Stock Exchange
AXON,7/12/22,Axovant Sciences Ltd.,Biotechnology,Healthcare,Nasdaq Global Select
AXP,7/12/22,American Express Company,Credit Services,Financial Services,New York Stock Exchange
